                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.4641,                 2.0498,                 1.8504,                0.64049,                0.41036,                0.43498,                0.23254,                 1.6242,                 1.6777,                 2.1025,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.4579,                 2.0501,                 1.8579,                0.54519,                0.42476,                0.45011,                0.24193,                 1.6134,                 1.6655,                 2.0947,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.4424,                 2.0276,                 1.8401,                0.65171,                 0.4213,                0.45605,                0.24569,                 1.6106,                 1.6461,                 2.0924,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.4431,                 2.0109,                  1.845,                0.66779,                0.40793,                0.45026,                0.24534,                 1.6095,                 1.6496,                 2.0949,               0.000802,               0.000802,               0.000802
                     23,                 1.4413,                 2.0054,                 1.8366,                0.64576,                0.42466,                0.45182,                0.24574,                 1.6027,                 1.6392,                 2.0911,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.4311,                 1.9799,                 1.8333,                0.63048,                0.43668,                0.46135,                0.25265,                  1.601,                 1.6285,                 2.0864,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.4227,                 1.9578,                 1.8185,                0.59157,                0.45497,                0.46683,                0.25477,                 1.5994,                 1.6172,                 2.0839,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.4154,                 1.9524,                 1.8196,                0.58829,                0.45928,                0.47137,                0.25767,                 1.6004,                 1.6083,                 2.0853,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.4141,                 1.9352,                 1.8142,                0.61524,                0.44684,                 0.4733,                0.25867,                 1.5987,                 1.6002,                 2.0852,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.4085,                 1.9376,                 1.8055,                0.61677,                0.45507,                0.47634,                0.25977,                 1.5986,                 1.5938,                 2.0848,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.4058,                 1.9289,                 1.8087,                  0.619,                0.45497,                0.47661,                0.25942,                 1.5984,                 1.5872,                 2.0852,              0.0007327,              0.0007327,              0.0007327
                     30,                    1.4,                 1.9136,                 1.8026,                0.61597,                0.45662,                0.47763,                 0.2607,                 1.5978,                 1.5811,                 2.0835,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.3916,                 1.8948,                 1.8005,                 0.6158,                0.45724,                0.47929,                0.26263,                 1.5961,                 1.5775,                 2.0812,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.3877,                 1.8757,                 1.7936,                0.62052,                0.45543,                0.47993,                0.26328,                 1.5949,                 1.5734,                 2.0801,               0.000703,               0.000703,               0.000703
                     33,                 1.3864,                 1.8595,                 1.7863,                0.62121,                 0.4606,                0.48362,                0.26602,                 1.5938,                  1.568,                 2.0783,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.3747,                 1.8602,                 1.7846,                0.61331,                0.46341,                0.48313,                0.26647,                 1.5911,                 1.5645,                  2.075,              0.0006832,              0.0006832,              0.0006832
                     35,                   1.38,                 1.8486,                 1.7771,                0.61475,                0.46422,                0.48382,                0.26744,                 1.5911,                 1.5604,                 2.0747,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.3657,                 1.8317,                 1.7728,                0.64426,                0.45891,                  0.486,                0.26911,                 1.5891,                 1.5581,                 2.0715,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.3658,                 1.8266,                  1.772,                0.64957,                0.45887,                 0.4877,                0.27036,                 1.5874,                 1.5557,                 2.0701,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.3578,                 1.8136,                 1.7682,                0.64983,                0.45855,                0.49088,                0.27212,                  1.587,                  1.553,                   2.07,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.3573,                 1.8005,                 1.7649,                0.65407,                0.45739,                0.49172,                0.27292,                 1.5868,                  1.551,                 2.0701,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.3474,                 1.7863,                  1.758,                0.67088,                0.45148,                0.49277,                 0.2743,                  1.586,                 1.5479,                 2.0692,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.3464,                 1.7811,                  1.751,                0.64274,                0.46207,                0.49359,                0.27467,                 1.5864,                  1.546,                 2.0701,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.3392,                 1.7674,                 1.7493,                0.65304,                0.45911,                0.49407,                0.27389,                 1.5858,                 1.5436,                 2.0687,               0.000604,               0.000604,               0.000604
                     43,                 1.3418,                 1.7649,                 1.7528,                0.64914,                0.45953,                0.49534,                0.27554,                 1.5853,                 1.5423,                 2.0677,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.3344,                 1.7482,                 1.7469,                0.62415,                0.46917,                0.49547,                0.27553,                  1.586,                 1.5413,                 2.0682,              0.0005842,              0.0005842,              0.0005842
                     45,                  1.322,                 1.7552,                 1.7347,                0.63058,                0.46711,                0.49569,                0.27681,                 1.5867,                 1.5407,                  2.069,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.3241,                 1.7332,                 1.7317,                0.63269,                 0.4701,                0.49683,                0.27732,                 1.5867,                 1.5405,                 2.0688,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.3239,                 1.7334,                 1.7355,                0.63684,                0.47109,                0.49714,                0.27817,                 1.5864,                 1.5404,                 2.0681,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.3169,                 1.7134,                 1.7235,                0.66364,                0.46461,                0.49924,                0.27934,                 1.5858,                 1.5399,                 2.0677,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.3091,                 1.7145,                 1.7231,                0.64248,                0.47131,                0.49898,                0.27979,                 1.5864,                   1.54,                 2.0682,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.3039,                  1.701,                 1.7207,                 0.6346,                0.47379,                0.50062,                0.27998,                 1.5862,                 1.5404,                 2.0677,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.3124,                 1.6992,                 1.7234,                0.59632,                0.49039,                0.50105,                0.28004,                 1.5862,                 1.5414,                 2.0666,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.2998,                 1.6828,                 1.7107,                0.62082,                0.48537,                0.50143,                0.28045,                 1.5866,                 1.5416,                 2.0665,               0.000505,               0.000505,               0.000505
                     53,                 1.2929,                 1.6745,                 1.7027,                0.63415,                0.47848,                 0.5022,                0.28083,                  1.587,                 1.5416,                 2.0664,              0.0004951,              0.0004951,              0.0004951
                     54,                 1.2919,                  1.668,                 1.7027,                0.62743,                   0.48,                0.50307,                0.28051,                 1.5868,                 1.5426,                 2.0658,              0.0004852,              0.0004852,              0.0004852
                     55,                 1.2904,                 1.6712,                 1.6996,                0.62402,                0.47899,                0.50393,                0.28097,                 1.5867,                 1.5438,                 2.0656,              0.0004753,              0.0004753,              0.0004753
                     56,                 1.2831,                 1.6545,                 1.6925,                0.64133,                0.47685,                0.50463,                 0.2814,                 1.5873,                 1.5449,                 2.0658,              0.0004654,              0.0004654,              0.0004654
                     57,                 1.2846,                 1.6507,                  1.693,                0.66979,                0.47255,                0.50657,                0.28191,                  1.588,                 1.5455,                 2.0663,              0.0004555,              0.0004555,              0.0004555
                     58,                  1.268,                 1.6322,                 1.6816,                0.66872,                0.47619,                0.50554,                0.28148,                 1.5879,                 1.5475,                  2.066,              0.0004456,              0.0004456,              0.0004456
                     59,                 1.2716,                 1.6264,                  1.681,                0.66606,                0.48623,                0.50628,                0.28165,                 1.5882,                 1.5471,                  2.066,              0.0004357,              0.0004357,              0.0004357
                     60,                 1.2665,                 1.6203,                  1.678,                0.66561,                0.48486,                0.50671,                0.28171,                 1.5889,                 1.5482,                  2.067,              0.0004258,              0.0004258,              0.0004258
                     61,                 1.2624,                 1.6042,                 1.6721,                0.64759,                 0.4867,                0.50539,                0.28135,                 1.5897,                 1.5489,                 2.0678,              0.0004159,              0.0004159,              0.0004159
                     62,                 1.2601,                 1.6103,                 1.6751,                0.65017,                0.48171,                0.50445,                0.28167,                 1.5904,                 1.5497,                 2.0686,               0.000406,               0.000406,               0.000406
