                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.4193,                 1.6686,                 1.4525,                0.60682,                0.44392,                0.44617,                 0.2456,                 1.7789,                 1.7254,                 1.8064,              0.0001288,              0.0001288,              0.0001288
                     91,                 1.3804,                  1.382,                 1.4185,                0.61039,                0.44748,                0.44676,                0.24627,                 1.7781,                 1.7215,                 1.8059,              0.0001189,              0.0001189,              0.0001189
                     92,                  1.364,                  1.356,                 1.4072,                 0.6115,                0.45022,                0.44795,                0.24716,                 1.7772,                 1.7189,                 1.8049,               0.000109,               0.000109,               0.000109
                     93,                 1.3537,                 1.3392,                 1.4049,                0.60786,                0.45183,                0.44956,                 0.2479,                 1.7761,                  1.715,                 1.8044,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                 1.3487,                 1.3331,                 1.3915,                0.61129,                0.45379,                0.45042,                0.24892,                 1.7751,                  1.711,                 1.8033,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                 1.3467,                 1.3232,                 1.3934,                0.61242,                0.45602,                 0.4525,                0.24999,                  1.774,                 1.7076,                 1.8018,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                 1.3403,                 1.3113,                 1.3848,                0.60524,                 0.4611,                0.45425,                0.25092,                 1.7732,                 1.7037,                 1.8011,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                 1.3371,                 1.3161,                 1.3842,                0.60693,                 0.4623,                0.45519,                0.25164,                 1.7723,                 1.6995,                 1.8003,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                 1.3272,                 1.2992,                 1.3789,                0.60857,                0.46315,                0.45683,                0.25256,                 1.7709,                 1.6963,                 1.7994,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                 1.3249,                 1.2904,                 1.3793,                0.60718,                0.46358,                0.45797,                0.25359,                 1.7692,                 1.6926,                 1.7977,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                 1.3206,                 1.2875,                 1.3734,                0.60764,                0.46485,                0.46017,                0.25423,                 1.7679,                 1.6887,                 1.7959,               2.98e-05,               2.98e-05,               2.98e-05
